	NZ_CP023661	NZ_CP018854	NZ_CP009037	NZ_CP075325	NC_003919	NZ_CP009025	NZ_CP020889	NZ_CP060453	NZ_CP060002	NZ_CP023662	NZ_CP060446	NZ_CP059999	NZ_CP011827	NZ_CP018850	NZ_CP096227	NZ_CP060460	NZ_CP012002	NZ_CP009001	NZ_CP060470	NZ_CP009040	NZ_CP009004	NZ_CP008995	NZ_CP011160	NZ_CP008992	NZ_CP008989	NZ_CP008998	NZ_CP009019	NZ_CP020885	NZ_CP023285	NZ_CP009010	NZ_CP060465	NZ_CP009016	NZ_CP020882	NZ_CP009031	NZ_CP011250	NZ_CP009013	NZ_CP018858	NZ_CP009007	NZ_CP009022	NZ_CP009028	NZ_CP018847	NC_020815	NZ_CP011163
NZ_CP060446	5109628.0	5096336.0	5185928.0	5120725.0	5125990.0	5127227.0	5117558.0	5358671.0	5085262.0	5080923.0	5178793.0	5078465.0	5109341.0	5116412.0	5086945.0	5286570.0	4321280.0	5101497.0	5569526.0	5185602.0	5093847.0	5147339.0	4371436.0	5125337.0	5123929.0	5115070.0	5125383.0	5125856.0	5094708.0	5112364.0	5267595.0	5115369.0	5118432.0	5185629.0	4380326.0	5113697.0	5093859.0	5126133.0	5147339.0	5146104.0	5095199.0	5187085.0	4379363.0
NZ_CP059999	5341532.0	5281963.0	5113276.0	5355646.0	5294469.0	5274479.0	5073181.0	5077857.0	5384129.0	5449579.0	5078465.0	5120747.0	5301783.0	5372048.0	5419454.0	5018530.0	4322173.0	5332021.0	5155850.0	5132928.0	5280861.0	5294631.0	4370565.0	5391947.0	5341764.0	5313350.0	5343324.0	5164124.0	5376948.0	5461101.0	5008531.0	5343205.0	5073072.0	5133004.0	4381194.0	5533526.0	5310473.0	5274612.0	5284697.0	5294629.0	5301915.0	5132644.0	4377144.0
NZ_CP011827	5302656.0	5343096.0	5109302.0	5357242.0	5264611.0	5264617.0	5066255.0	5071436.0	5443806.0	5384898.0	5109341.0	5301783.0	5124728.0	5415859.0	5412910.0	5032691.0	4327808.0	5303279.0	5147181.0	5118903.0	5304617.0	5284639.0	4372784.0	5323196.0	5303157.0	5304615.0	5314649.0	5126595.0	5392063.0	5284623.0	5032631.0	5314652.0	5046035.0	5118882.0	4386807.0	5364666.0	5384087.0	5264662.0	5284637.0	5284637.0	5365481.0	5118541.0	4380361.0
NZ_CP018850	5325944.0	5487206.0	5112914.0	5413528.0	5406937.0	5406827.0	5077479.0	5077070.0	5424338.0	5376236.0	5116412.0	5372048.0	5415859.0	5148274.0	5487123.0	5050584.0	4338043.0	5336098.0	5083798.0	5122396.0	5276027.0	5406984.0	4385254.0	5274575.0	5313278.0	5334856.0	5395964.0	5148540.0	5385891.0	5316106.0	5058997.0	5396041.0	5077174.0	5122393.0	4397209.0	5387159.0	5407194.0	5406941.0	5406923.0	5406984.0	5428471.0	5142037.0	4391640.0
NZ_CP096227	5451226.0	5345575.0	5138867.0	5494260.0	5484475.0	5444459.0	5109317.0	5087658.0	5471220.0	5572253.0	5086945.0	5419454.0	5412910.0	5487123.0	5142501.0	5027741.0	4338587.0	5503207.0	5123315.0	5128255.0	5452081.0	5444543.0	4386392.0	5483170.0	5453042.0	5504559.0	5534575.0	5169443.0	5466013.0	5530881.0	5027767.0	5554554.0	5079011.0	5128252.0	4397608.0	5583457.0	5385502.0	5464605.0	5474613.0	5464588.0	5386863.0	5127908.0	4394701.0
NZ_CP060460	5073832.0	5019882.0	5152414.0	5072709.0	5055956.0	5057190.0	5120763.0	5237426.0	4987012.0	5026678.0	5286570.0	5018530.0	5032691.0	5050584.0	5027741.0	5223652.0	4346314.0	5009173.0	5253760.0	5152437.0	5029087.0	5010822.0	4382080.0	5000341.0	5020283.0	5029126.0	5020362.0	5178046.0	4996499.0	5020419.0	5429507.0	5019027.0	5160227.0	5152416.0	4406031.0	5020419.0	5029431.0	5009588.0	5010788.0	5009595.0	5029385.0	5151295.0	4388432.0
NZ_CP012002	4326299.0	4339198.0	4343585.0	4337388.0	4327995.0	4328059.0	4342052.0	4320404.0	4337378.0	4327918.0	4321280.0	4322173.0	4327808.0	4338043.0	4338587.0	4346314.0	4926567.0	4326180.0	4331069.0	4342715.0	4326115.0	4327094.0	4542470.0	4324734.0	4324734.0	4326094.0	4326117.0	4327688.0	4326075.0	4326115.0	4345348.0	4326117.0	4340540.0	4342733.0	5130142.0	4325906.0	4338190.0	4327094.0	4327094.0	4327094.0	4338371.0	4342908.0	4541542.0
NZ_CP009001	5261525.0	5312046.0	5098272.0	5337491.0	5183556.0	5183552.0	5052600.0	5102330.0	5313827.0	5403711.0	5101497.0	5332021.0	5303279.0	5336098.0	5503207.0	5009173.0	4326180.0	5123512.0	5137449.0	5127900.0	5163545.0	5183584.0	4373809.0	5182102.0	5182069.0	5163545.0	5203520.0	5144192.0	5352363.0	5203550.0	5015560.0	5203520.0	5052318.0	5137901.0	4386334.0	5243580.0	5273198.0	5183584.0	5203547.0	5183584.0	5313179.0	5137560.0	4382572.0
NZ_CP060470	5136776.0	5142713.0	5244472.0	5155282.0	5169907.0	5191150.0	5180622.0	5489037.0	5111546.0	5147404.0	5569526.0	5155850.0	5147181.0	5083798.0	5123315.0	5253760.0	4331069.0	5137449.0	5222784.0	5184147.0	5099041.0	5151356.0	4373288.0	5140463.0	5139083.0	5120268.0	5130632.0	5164359.0	5116967.0	5118975.0	5323749.0	5120435.0	5151638.0	5184137.0	4390619.0	5120335.0	5132403.0	5150113.0	5151753.0	5150113.0	5153703.0	5186310.0	4384279.0
NZ_CP009040	5158136.0	5108031.0	5341124.0	5127085.0	5140188.0	5140183.0	5593992.0	5145093.0	5143770.0	5139352.0	5185602.0	5132928.0	5118903.0	5122396.0	5128255.0	5152437.0	4342715.0	5127900.0	5184147.0	5321071.0	5099676.0	5140646.0	4378569.0	5108749.0	5108455.0	5099606.0	5109923.0	5280937.0	5130607.0	5119575.0	5122012.0	5099926.0	5560084.0	5341074.0	4402538.0	5119574.0	5119056.0	5140646.0	5140640.0	5140646.0	5120342.0	5321142.0	4388779.0
NZ_CP009004	5222814.0	5240743.0	5099655.0	5257412.0	5144838.0	5144834.0	5096549.0	5094680.0	5315046.0	5385041.0	5093847.0	5280861.0	5304617.0	5276027.0	5452081.0	5029087.0	4326115.0	5163545.0	5099041.0	5099676.0	5124846.0	5144876.0	4373811.0	5183413.0	5163376.0	5124845.0	5164812.0	5144273.0	5332438.0	5204886.0	4995608.0	5164812.0	5083644.0	5129268.0	4386250.0	5224896.0	5241943.0	5144876.0	5164839.0	5144876.0	5241933.0	5128927.0	4382574.0
NZ_CP008995	5254022.0	5354460.0	5140625.0	5368216.0	5175553.0	5175549.0	5084712.0	5126939.0	5357903.0	5345045.0	5147339.0	5294631.0	5284639.0	5406984.0	5444543.0	5010822.0	4327094.0	5183584.0	5151356.0	5140646.0	5144876.0	5175558.0	4374997.0	5143827.0	5143793.0	5144842.0	5145229.0	5194221.0	5495454.0	5184881.0	5077128.0	5145229.0	5084616.0	5140170.0	4387225.0	5224911.0	5365602.0	5195560.0	5195520.0	5175557.0	5345583.0	5139829.0	4383753.0
NZ_CP011160	4374034.0	4385044.0	4378704.0	4394490.0	4374994.0	4374989.0	4379898.0	4370504.0	4390513.0	4374067.0	4371436.0	4370565.0	4372784.0	4385254.0	4386392.0	4382080.0	4542470.0	4373809.0	4373288.0	4378569.0	4373811.0	4374997.0	5191653.0	4371569.0	4371569.0	4372932.0	4372931.0	4372093.0	4374733.0	4372932.0	4378985.0	4372932.0	4377187.0	4375825.0	4592219.0	4372723.0	4387104.0	4374198.0	4374198.0	4374198.0	4387099.0	4376000.0	5162249.0
NZ_CP008992	5281838.0	5274999.0	5108728.0	5316002.0	5143823.0	5143819.0	5054362.0	5106208.0	5393604.0	5283535.0	5125337.0	5391947.0	5323196.0	5274575.0	5483170.0	5000341.0	4324734.0	5182102.0	5140463.0	5108749.0	5183413.0	5143827.0	4371569.0	5123810.0	5143785.0	5183421.0	5183808.0	5124229.0	5371008.0	5203439.0	5046639.0	5183808.0	5053992.0	5128187.0	4384885.0	5243472.0	5283433.0	5143862.0	5163825.0	5143862.0	5284796.0	5127846.0	4382493.0
NZ_CP008989	5261770.0	5314989.0	5108434.0	5336053.0	5143789.0	5143785.0	5054243.0	5104800.0	5393667.0	5323515.0	5123929.0	5341764.0	5303157.0	5313278.0	5453042.0	5020283.0	4324734.0	5182069.0	5139083.0	5108455.0	5163376.0	5143793.0	4371569.0	5143785.0	5123664.0	5163362.0	5163749.0	5145617.0	5370928.0	5183380.0	5046724.0	5163749.0	5053855.0	5128055.0	4384880.0	5223413.0	5304671.0	5143813.0	5143716.0	5143813.0	5306030.0	5127714.0	4382491.0
NZ_CP008998	5242830.0	5313249.0	5099585.0	5317461.0	5144838.0	5144834.0	5073816.0	5115903.0	5315033.0	5385041.0	5115070.0	5313350.0	5304615.0	5334856.0	5504559.0	5029126.0	4326094.0	5163545.0	5120268.0	5099606.0	5124845.0	5144842.0	4372932.0	5183421.0	5163362.0	5124831.0	5164797.0	5144188.0	5312326.0	5204871.0	5035631.0	5164797.0	5073553.0	5129182.0	4386238.0	5244901.0	5294412.0	5144861.0	5164824.0	5144861.0	5294398.0	5128841.0	4382561.0
NZ_CP009019	5303175.0	5413706.0	5099899.0	5297497.0	5145225.0	5145221.0	5034190.0	5096202.0	5464358.0	5324954.0	5125383.0	5343324.0	5314649.0	5395964.0	5534575.0	5020362.0	4326117.0	5203520.0	5130632.0	5109923.0	5164812.0	5145229.0	4372931.0	5183808.0	5163749.0	5164797.0	5125124.0	5154049.0	5352326.0	5204842.0	5046795.0	5125123.0	5033913.0	5109518.0	4386243.0	5244872.0	5404921.0	5145254.0	5155251.0	5145254.0	5404907.0	5109177.0	4382566.0
NZ_CP020885	5214810.0	5225615.0	5282265.0	5161711.0	5194224.0	5194213.0	5206219.0	5124470.0	5147403.0	5125701.0	5125856.0	5164124.0	5126595.0	5148540.0	5169443.0	5178046.0	4327688.0	5144192.0	5164359.0	5280937.0	5144273.0	5194221.0	4372093.0	5124229.0	5145617.0	5144188.0	5154049.0	5341733.0	5186392.0	5134294.0	5174375.0	5134183.0	5217179.0	5280977.0	4387694.0	5135714.0	5201480.0	5194358.0	5204257.0	5194357.0	5212831.0	5292266.0	4383172.0
NZ_CP023285	5361162.0	5323859.0	5121126.0	5312233.0	5535481.0	5495483.0	5079329.0	5074103.0	5427678.0	5432562.0	5094708.0	5376948.0	5392063.0	5385891.0	5466013.0	4996499.0	4326075.0	5352363.0	5116967.0	5130607.0	5332438.0	5495454.0	4374733.0	5371008.0	5370928.0	5312326.0	5352326.0	5186392.0	5148873.0	5272345.0	5062618.0	5332301.0	5078920.0	5130395.0	4386325.0	5352352.0	5343657.0	5535388.0	5535346.0	5535358.0	5335026.0	5131312.0	4384702.0
NZ_CP009010	5302861.0	5289406.0	5119554.0	5297498.0	5184877.0	5184873.0	5075297.0	5113197.0	5264919.0	5385041.0	5112364.0	5461101.0	5284623.0	5316106.0	5530881.0	5020419.0	4326115.0	5203550.0	5118975.0	5119575.0	5204886.0	5184881.0	4372932.0	5203439.0	5183380.0	5204871.0	5204842.0	5134294.0	5272345.0	5124810.0	5026700.0	5204790.0	5075025.0	5139134.0	4386217.0	5124809.0	5300637.0	5184853.0	5204816.0	5184853.0	5300635.0	5138793.0	4381344.0
NZ_CP060465	5093762.0	5018463.0	5122082.0	5072568.0	5075886.0	5077120.0	5120248.0	5218508.0	5005761.0	5046638.0	5267595.0	5008531.0	5032631.0	5058997.0	5027767.0	5429507.0	4345348.0	5015560.0	5323749.0	5122012.0	4995608.0	5077128.0	4378985.0	5046639.0	5046724.0	5035631.0	5046795.0	5174375.0	5062618.0	5026700.0	5208945.0	5039039.0	5140115.0	5122168.0	4405816.0	5040281.0	5009137.0	5039474.0	5040678.0	5039481.0	5029137.0	5121047.0	4388370.0
NZ_CP009016	5303175.0	5413677.0	5109901.0	5297483.0	5145225.0	5145221.0	5034189.0	5096202.0	5465429.0	5324956.0	5115369.0	5343205.0	5314652.0	5396041.0	5554554.0	5019027.0	4326117.0	5203520.0	5120435.0	5099926.0	5164812.0	5145229.0	4372932.0	5183808.0	5163749.0	5164797.0	5125123.0	5134183.0	5332301.0	5204790.0	5039039.0	5125126.0	5033748.0	5109357.0	4386243.0	5244874.0	5404922.0	5145256.0	5155253.0	5145256.0	5404912.0	5109016.0	4382565.0
NZ_CP020882	5093469.0	5066098.0	5560154.0	5078940.0	5084593.0	5084608.0	5423315.0	5078006.0	5062442.0	5083501.0	5118432.0	5073072.0	5046035.0	5077174.0	5079011.0	5160227.0	4340540.0	5052318.0	5151638.0	5560084.0	5083644.0	5084616.0	4377187.0	5053992.0	5053855.0	5073553.0	5033913.0	5217179.0	5078920.0	5075025.0	5140115.0	5033748.0	5330822.0	5596948.0	4410273.0	5075340.0	5065543.0	5084950.0	5084760.0	5084884.0	5068654.0	5559748.0	4383826.0
NZ_CP009031	5158110.0	5108498.0	5321140.0	5127064.0	5140167.0	5140162.0	5570898.0	5145107.0	5143831.0	5139331.0	5185629.0	5133004.0	5118882.0	5122393.0	5128252.0	5152416.0	4342733.0	5137901.0	5184137.0	5341074.0	5129268.0	5140170.0	4375825.0	5128187.0	5128055.0	5129182.0	5109518.0	5280977.0	5130395.0	5139134.0	5122168.0	5109357.0	5596948.0	5321148.0	4402509.0	5119559.0	5119041.0	5140631.0	5140625.0	5140631.0	5120327.0	5321153.0	4388750.0
NZ_CP011250	4385408.0	4398390.0	4402506.0	4396538.0	4387153.0	4387217.0	4400964.0	4379449.0	4396527.0	4387072.0	4380326.0	4381194.0	4386807.0	4397209.0	4397608.0	4406031.0	5130142.0	4386334.0	4390619.0	4402538.0	4386250.0	4387225.0	4592219.0	4384885.0	4384880.0	4386238.0	4386243.0	4387694.0	4386325.0	4386217.0	4405816.0	4386243.0	4410273.0	4402509.0	4993063.0	4385043.0	4397375.0	4386308.0	4386308.0	4386308.0	4397366.0	4401771.0	4597808.0
NZ_CP009013	5382877.0	5381923.0	5119553.0	5337530.0	5224907.0	5224903.0	5075293.0	5114530.0	5344942.0	5425046.0	5113697.0	5533526.0	5364666.0	5387159.0	5583457.0	5020419.0	4325906.0	5243580.0	5120335.0	5119574.0	5224896.0	5224911.0	4372723.0	5243472.0	5223413.0	5244901.0	5244872.0	5135714.0	5352352.0	5124809.0	5040281.0	5244874.0	5075340.0	5119559.0	4385043.0	5124790.0	5333046.0	5224850.0	5244813.0	5224850.0	5374399.0	5138781.0	4382325.0
NZ_CP018858	5323393.0	5357361.0	5119035.0	5276359.0	5355592.0	5365594.0	5067266.0	5054552.0	5351656.0	5340745.0	5093859.0	5310473.0	5384087.0	5407194.0	5385502.0	5029431.0	4338190.0	5273198.0	5132403.0	5119056.0	5241943.0	5365602.0	4387104.0	5283433.0	5304671.0	5294412.0	5404921.0	5201480.0	5343657.0	5300637.0	5009137.0	5404922.0	5065543.0	5119041.0	4397375.0	5333046.0	5156885.0	5323244.0	5323050.0	5313259.0	5278555.0	5118373.0	4393048.0
NZ_CP009007	5254022.0	5394468.0	5140625.0	5388219.0	5195556.0	5175549.0	5084712.0	5105733.0	5317880.0	5325026.0	5126133.0	5274612.0	5264662.0	5406941.0	5464605.0	5009588.0	4327094.0	5183584.0	5150113.0	5140646.0	5144876.0	5195560.0	4374198.0	5143862.0	5143813.0	5144861.0	5145254.0	5194358.0	5535388.0	5184853.0	5039474.0	5145256.0	5084950.0	5140631.0	4386308.0	5224850.0	5323244.0	5175551.0	5215510.0	5195547.0	5345576.0	5139822.0	4383746.0
NZ_CP009022	5254122.0	5374398.0	5140619.0	5368350.0	5195516.0	5195512.0	5084678.0	5126939.0	5357901.0	5365006.0	5147339.0	5284697.0	5284637.0	5406923.0	5474613.0	5010788.0	4327094.0	5203547.0	5151753.0	5140640.0	5164839.0	5195520.0	4374198.0	5163825.0	5143716.0	5164824.0	5155251.0	5204257.0	5535346.0	5204816.0	5040678.0	5155253.0	5084760.0	5140625.0	4386308.0	5244813.0	5323050.0	5215510.0	5175486.0	5195383.0	5345507.0	5139848.0	4383748.0
NZ_CP009028	5254022.0	5344492.0	5140625.0	5368216.0	5175553.0	5175549.0	5084641.0	5125704.0	5337873.0	5345043.0	5146104.0	5294629.0	5284637.0	5406984.0	5464588.0	5009595.0	4327094.0	5183584.0	5150113.0	5140646.0	5144876.0	5175557.0	4374198.0	5143862.0	5143813.0	5144861.0	5145254.0	5194357.0	5535358.0	5184853.0	5039481.0	5145256.0	5084884.0	5140631.0	4386308.0	5224850.0	5313259.0	5195547.0	5195383.0	5175552.0	5335567.0	5139823.0	4383749.0
NZ_CP018847	5304773.0	5418791.0	5120321.0	5297648.0	5335569.0	5325585.0	5068551.0	5055892.0	5352993.0	5322099.0	5095199.0	5301915.0	5365481.0	5428471.0	5386863.0	5029385.0	4338371.0	5313179.0	5153703.0	5120342.0	5241933.0	5345583.0	4387099.0	5284796.0	5306030.0	5294398.0	5404907.0	5212831.0	5335026.0	5300635.0	5029137.0	5404912.0	5068654.0	5120327.0	4397366.0	5374399.0	5278555.0	5345576.0	5345507.0	5335567.0	5158276.0	5119767.0	4392946.0
NC_020815	5157769.0	5128142.0	5321146.0	5126721.0	5139826.0	5139821.0	5513639.0	5166578.0	5143471.0	5139139.0	5187085.0	5132644.0	5118541.0	5142037.0	5127908.0	5151295.0	4342908.0	5137560.0	5186310.0	5321142.0	5128927.0	5139829.0	4376000.0	5127846.0	5127714.0	5128841.0	5109177.0	5292266.0	5131312.0	5138793.0	5121047.0	5109016.0	5559748.0	5321153.0	4401771.0	5138781.0	5118373.0	5139822.0	5139848.0	5139823.0	5119767.0	5321499.0	4388924.0
NZ_CP011163	4380453.0	4392225.0	4388914.0	4402721.0	4383750.0	4383745.0	4385499.0	4379718.0	4393395.0	4384149.0	4379363.0	4377144.0	4380361.0	4391640.0	4394701.0	4388432.0	4541542.0	4382572.0	4384279.0	4388779.0	4382574.0	4383753.0	5162249.0	4382493.0	4382491.0	4382561.0	4382566.0	4383172.0	4384702.0	4381344.0	4388370.0	4382565.0	4383826.0	4388750.0	4597808.0	4382325.0	4393048.0	4383746.0	4383748.0	4383749.0	4392946.0	4388924.0	5164518.0
