	NZ_CP023661	NZ_CP018854	NZ_CP009037	NZ_CP075325	NC_003919	NZ_CP009025	NZ_CP020889	NZ_CP060453	NZ_CP060002	NZ_CP023662	NZ_CP060446	NZ_CP059999	NZ_CP011827	NZ_CP018850	NZ_CP096227	NZ_CP060460	NZ_CP012002	NZ_CP009001	NZ_CP060470	NZ_CP009040	NZ_CP009004	NZ_CP008995	NZ_CP011160	NZ_CP008992	NZ_CP008989	NZ_CP008998	NZ_CP009019	NZ_CP020885	NZ_CP023285	NZ_CP009010	NZ_CP060465	NZ_CP009016	NZ_CP020882	NZ_CP009031	NZ_CP011250	NZ_CP009013	NZ_CP018858	NZ_CP009007	NZ_CP009022	NZ_CP009028	NZ_CP018847	NC_020815	NZ_CP011163
NZ_CP012002	159177.0	159564.0	159033.0	159415.0	159063.0	159095.0	158907.0	157948.0	159541.0	158653.0	157663.0	158632.0	159410.0	159584.0	159541.0	160291.0	0.0	159162.0	158788.0	159012.0	159192.0	159219.0	30604.0	159076.0	159045.0	159162.0	159193.0	158991.0	159249.0	159219.0	160104.0	159194.0	158632.0	158971.0	425.0	159175.0	159837.0	159222.0	159225.0	159225.0	159752.0	159011.0	31336.0
NZ_CP009001	941.0	2002.0	9766.0	1373.0	405.0	412.0	8705.0	8346.0	1382.0	2532.0	7620.0	1778.0	1742.0	1920.0	1341.0	6702.0	159162.0	0.0	7924.0	9726.0	149.0	399.0	159104.0	817.0	754.0	93.0	402.0	8525.0	1228.0	349.0	6874.0	404.0	8581.0	9727.0	161496.0	369.0	1967.0	402.0	533.0	402.0	1951.0	9737.0	160307.0
NZ_CP060470	7983.0	8081.0	7679.0	7822.0	7984.0	7988.0	8288.0	2026.0	7826.0	9383.0	1253.0	8365.0	8825.0	7792.0	7864.0	3036.0	158788.0	7924.0	0.0	7555.0	7932.0	7993.0	158556.0	8291.0	8248.0	7864.0	7835.0	5847.0	7752.0	7920.0	3105.0	7847.0	8242.0	7640.0	161142.0	7893.0	8068.0	7995.0	8100.0	7992.0	8097.0	7801.0	160046.0
NZ_CP009040	9960.0	10087.0	141.0	9683.0	9719.0	9713.0	3688.0	8925.0	10016.0	10126.0	8142.0	10392.0	10512.0	10080.0	9695.0	7355.0	159012.0	9726.0	7555.0	0.0	9817.0	9765.0	159736.0	9883.0	9787.0	9727.0	9757.0	5240.0	9819.0	9830.0	7501.0	9749.0	3710.0	117.0	161349.0	9832.0	10167.0	9770.0	9822.0	9762.0	10033.0	260.0	161074.0
NZ_CP009004	954.0	2013.0	9819.0	1381.0	431.0	432.0	8855.0	8388.0	1436.0	2576.0	7666.0	1824.0	1759.0	1951.0	1362.0	6838.0	159192.0	149.0	7932.0	9817.0	0.0	419.0	159140.0	826.0	794.0	117.0	427.0	8510.0	1270.0	376.0	6910.0	421.0	8721.0	9777.0	161525.0	399.0	2016.0	422.0	557.0	428.0	1965.0	9787.0	160347.0
NZ_CP008995	976.0	2094.0	9767.0	1288.0	79.0	47.0	8676.0	8432.0	1578.0	2644.0	7731.0	1866.0	1807.0	1959.0	1448.0	6806.0	159219.0	399.0	7993.0	9765.0	419.0	0.0	159048.0	873.0	822.0	373.0	451.0	8574.0	1076.0	481.0	7031.0	445.0	8590.0	9723.0	161504.0	503.0	2070.0	45.0	167.0	43.0	1984.0	9733.0	160246.0
NZ_CP011160	159180.0	159406.0	159711.0	160494.0	159051.0	159063.0	159701.0	158701.0	159598.0	158962.0	158487.0	158626.0	159389.0	159620.0	159763.0	159496.0	30604.0	159104.0	158556.0	159736.0	159140.0	159048.0	0.0	159347.0	159296.0	159389.0	159412.0	159384.0	159750.0	159438.0	159294.0	159411.0	159596.0	159671.0	30686.0	159393.0	160055.0	159345.0	159346.0	159349.0	159964.0	159715.0	4018.0
NZ_CP008992	1425.0	2471.0	9885.0	1858.0	882.0	876.0	8680.0	8677.0	1944.0	2483.0	8012.0	2413.0	2181.0	2403.0	1863.0	7226.0	159076.0	817.0	8291.0	9883.0	826.0	873.0	159347.0	0.0	493.0	797.0	848.0	8718.0	1766.0	886.0	7447.0	844.0	8649.0	9830.0	161387.0	912.0	2458.0	878.0	1011.0	880.0	2410.0	9839.0	160462.0
NZ_CP008989	1352.0	2383.0	9789.0	1800.0	829.0	821.0	8606.0	8617.0	1900.0	2429.0	7963.0	2310.0	2122.0	2397.0	1757.0	7211.0	159045.0	754.0	8248.0	9787.0	794.0	822.0	159296.0	493.0	0.0	729.0	777.0	8668.0	1701.0	838.0	7421.0	781.0	8578.0	9750.0	161358.0	841.0	2343.0	827.0	889.0	821.0	2297.0	9757.0	160407.0
NZ_CP008998	892.0	2005.0	9731.0	1354.0	381.0	370.0	8701.0	8319.0	1338.0	2496.0	7595.0	1792.0	1705.0	1908.0	1355.0	6760.0	159162.0	93.0	7864.0	9727.0	117.0	373.0	159389.0	797.0	729.0	0.0	346.0	8570.0	1215.0	335.0	6857.0	344.0	8579.0	9688.0	161497.0	355.0	1970.0	376.0	507.0	372.0	1921.0	9698.0	160298.0
NZ_CP009019	932.0	2091.0	9758.0	1402.0	460.0	448.0	8578.0	8286.0	1504.0	2587.0	7562.0	1866.0	1564.0	2014.0	1440.0	6738.0	159193.0	402.0	7835.0	9757.0	427.0	451.0	159412.0	848.0	777.0	346.0	0.0	8601.0	1287.0	461.0	6895.0	41.0	8475.0	9689.0	161522.0	488.0	2052.0	454.0	628.0	450.0	2000.0	9691.0	160325.0
NZ_CP020885	8827.0	9115.0	5261.0	9386.0	8571.0	8587.0	6316.0	7098.0	8799.0	9366.0	6300.0	9081.0	9420.0	8852.0	8544.0	5113.0	158991.0	8525.0	5847.0	5240.0	8510.0	8574.0	159384.0	8718.0	8668.0	8570.0	8601.0	0.0	8591.0	8528.0	5093.0	8558.0	6263.0	5237.0	161473.0	8539.0	8814.0	8553.0	8590.0	8550.0	8774.0	5409.0	160888.0
NZ_CP023285	1643.0	2222.0	9802.0	1377.0	1119.0	1084.0	8751.0	8062.0	1813.0	3333.0	7388.0	2004.0	2471.0	2021.0	1520.0	6551.0	159249.0	1228.0	7752.0	9819.0	1270.0	1076.0	159750.0	1766.0	1701.0	1215.0	1287.0	8591.0	0.0	1269.0	6691.0	1267.0	8708.0	9747.0	161568.0	1331.0	2132.0	1096.0	1229.0	1115.0	2098.0	9764.0	160715.0
NZ_CP009010	998.0	2064.0	9832.0	1421.0	492.0	482.0	8681.0	8377.0	1455.0	2579.0	7670.0	1810.0	1730.0	1964.0	1372.0	6866.0	159219.0	349.0	7920.0	9830.0	376.0	481.0	159438.0	886.0	838.0	335.0	461.0	8528.0	1269.0	0.0	6960.0	461.0	8596.0	9787.0	161545.0	105.0	2046.0	488.0	619.0	482.0	2011.0	9799.0	160328.0
NZ_CP060465	7091.0	7055.0	7456.0	6948.0	7036.0	7033.0	7718.0	3578.0	6886.0	8783.0	2820.0	7270.0	7812.0	7051.0	6728.0	378.0	160104.0	6874.0	3105.0	7501.0	6910.0	7031.0	159294.0	7447.0	7421.0	6857.0	6895.0	5093.0	6691.0	6960.0	0.0	6958.0	7695.0	7340.0	162814.0	7101.0	7045.0	7063.0	7103.0	7060.0	7018.0	7485.0	160459.0
NZ_CP009016	926.0	2086.0	9754.0	1390.0	458.0	442.0	8590.0	8261.0	1516.0	2576.0	7556.0	1898.0	1560.0	1964.0	1435.0	6767.0	159194.0	404.0	7847.0	9749.0	421.0	445.0	159411.0	844.0	781.0	344.0	41.0	8558.0	1267.0	461.0	6958.0	0.0	8482.0	9673.0	161522.0	492.0	2050.0	448.0	626.0	448.0	1996.0	9678.0	160324.0
NZ_CP020882	8756.0	8677.0	3706.0	9369.0	8627.0	8576.0	93.0	7216.0	8533.0	8566.0	6387.0	9060.0	9344.0	8524.0	8458.0	7599.0	158632.0	8581.0	8242.0	3710.0	8721.0	8590.0	159596.0	8649.0	8578.0	8579.0	8475.0	6263.0	8708.0	8596.0	7695.0	8482.0	0.0	3478.0	161373.0	8683.0	8741.0	8658.0	8622.0	8692.0	8689.0	3753.0	160256.0
NZ_CP009031	9959.0	10126.0	69.0	9691.0	9717.0	9711.0	3494.0	8956.0	9990.0	10124.0	8180.0	10314.0	10524.0	10091.0	9673.0	7360.0	158971.0	9727.0	7640.0	117.0	9777.0	9723.0	159671.0	9830.0	9750.0	9688.0	9689.0	5237.0	9747.0	9787.0	7340.0	9673.0	3478.0	0.0	161306.0	9832.0	10170.0	9768.0	9820.0	9760.0	10036.0	245.0	161030.0
NZ_CP011250	161594.0	161987.0	161318.0	161852.0	161480.0	161518.0	161194.0	160364.0	161942.0	161022.0	160090.0	161005.0	161865.0	161998.0	161908.0	162726.0	425.0	161496.0	161142.0	161349.0	161525.0	161504.0	30686.0	161387.0	161358.0	161497.0	161522.0	161473.0	161568.0	161545.0	162814.0	161522.0	161373.0	161306.0	0.0	161598.0	162264.0	161604.0	161607.0	161601.0	162135.0	161304.0	32189.0
NZ_CP009013	1036.0	2146.0	9836.0	1438.0	510.0	504.0	8682.0	8347.0	1519.0	2602.0	7640.0	1859.0	1776.0	1976.0	1382.0	6874.0	159175.0	369.0	7893.0	9832.0	399.0	503.0	159393.0	912.0	841.0	355.0	488.0	8539.0	1331.0	105.0	7101.0	492.0	8683.0	9832.0	161598.0	0.0	2081.0	510.0	644.0	500.0	2066.0	9803.0	160302.0
NZ_CP018858	2037.0	497.0	10176.0	2412.0	2045.0	2067.0	8798.0	8194.0	2159.0	3963.0	7509.0	2227.0	2803.0	1161.0	1798.0	6895.0	159837.0	1967.0	8068.0	10167.0	2016.0	2070.0	160055.0	2458.0	2343.0	1970.0	2052.0	8814.0	2132.0	2046.0	7045.0	2050.0	8741.0	10170.0	162264.0	2081.0	0.0	2014.0	1983.0	1970.0	174.0	10190.0	160935.0
NZ_CP009007	981.0	2121.0	9772.0	1299.0	89.0	28.0	8669.0	8417.0	1555.0	2642.0	7705.0	1864.0	1793.0	2019.0	1457.0	6808.0	159222.0	402.0	7995.0	9770.0	422.0	45.0	159345.0	878.0	827.0	376.0	454.0	8553.0	1096.0	488.0	7063.0	448.0	8658.0	9768.0	161604.0	510.0	2014.0	0.0	182.0	52.0	1987.0	9727.0	160245.0
NZ_CP009022	1007.0	2140.0	9824.0	1326.0	212.0	176.0	8652.0	8380.0	1700.0	2786.0	7680.0	1885.0	1922.0	1995.0	1483.0	6807.0	159225.0	533.0	8100.0	9822.0	557.0	167.0	159346.0	1011.0	889.0	507.0	628.0	8590.0	1229.0	619.0	7103.0	626.0	8622.0	9820.0	161607.0	644.0	1983.0	182.0	0.0	176.0	2014.0	9704.0	160265.0
NZ_CP009028	976.0	2042.0	9764.0	1288.0	68.0	50.0	8703.0	8430.0	1569.0	2651.0	7731.0	1870.0	1816.0	1958.0	1462.0	6800.0	159225.0	402.0	7992.0	9762.0	428.0	43.0	159349.0	880.0	821.0	372.0	450.0	8550.0	1115.0	482.0	7060.0	448.0	8692.0	9760.0	161601.0	500.0	1970.0	52.0	176.0	0.0	1949.0	9719.0	160254.0
NZ_CP018847	1974.0	468.0	10042.0	2423.0	1960.0	1974.0	8745.0	8192.0	2140.0	3866.0	7518.0	2118.0	2738.0	1223.0	1753.0	6874.0	159752.0	1951.0	8097.0	10033.0	1965.0	1984.0	159964.0	2410.0	2297.0	1921.0	2000.0	8774.0	2098.0	2011.0	7018.0	1996.0	8689.0	10036.0	162135.0	2066.0	174.0	1987.0	2014.0	1949.0	0.0	10052.0	160831.0
NC_020815	9943.0	10141.0	269.0	9668.0	9727.0	9721.0	3756.0	8980.0	9992.0	10149.0	8193.0	10383.0	10474.0	10114.0	9692.0	7500.0	159011.0	9737.0	7801.0	260.0	9787.0	9733.0	159715.0	9839.0	9757.0	9698.0	9691.0	5409.0	9764.0	9799.0	7485.0	9678.0	3753.0	245.0	161304.0	9803.0	10190.0	9727.0	9704.0	9719.0	10052.0	0.0	161072.0
NZ_CP011163	160358.0	160395.0	161050.0	161751.0	160251.0	160256.0	160594.0	159820.0	160731.0	160379.0	159440.0	159783.0	160584.0	160687.0	160852.0	160367.0	31336.0	160307.0	160046.0	161074.0	160347.0	160246.0	4018.0	160462.0	160407.0	160298.0	160325.0	160888.0	160715.0	160328.0	160459.0	160324.0	160256.0	161030.0	32189.0	160302.0	160935.0	160245.0	160265.0	160254.0	160831.0	161072.0	0.0
